{'actual_primer': True, 'actual_word': True, 'primer': 'shove', 'question': 'push', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'quiz', 'question': 'test', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'comet', 'question': 'test', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'remain', 'question': 'stay', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'plate', 'question': 'stay', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'west', 'question': 'east', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'stewardess', 'question': 'east', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'low', 'question': 'high', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'nurse', 'question': 'high', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sketch', 'question': 'draw', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fever', 'question': 'draw', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'throne', 'question': 'king', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'sip', 'question': 'king', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'win', 'question': 'lose', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'shop', 'question': 'lose', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'there', 'question': 'here', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'shift', 'question': 'here', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'illness', 'question': 'sick', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'republican', 'question': 'sick', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'soil', 'question': 'dirt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'prime', 'question': 'dirt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'rip', 'question': 'tear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'quack', 'question': 'tear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'false', 'question': 'true', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'duplicate', 'question': 'true', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'umbrella', 'question': 'rain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'yummy', 'question': 'rain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'noun', 'question': 'verb', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'dumb', 'question': 'verb', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'adorable', 'question': 'cute', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'sling', 'question': 'cute', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'slay', 'question': 'kill', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'raw', 'question': 'kill', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'thick', 'question': 'thin', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'emperor', 'question': 'thin', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'wag', 'question': 'tail', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cardinal', 'question': 'tail', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'acre', 'question': 'land', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'haircut', 'question': 'land', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'touch', 'question': 'feel', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'commander', 'question': 'feel', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'noisy', 'question': 'loud', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'committee', 'question': 'loud', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'twinkle', 'question': 'star', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'charcoal', 'question': 'star', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'credit', 'question': 'card', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'pint', 'question': 'card', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'antlers', 'question': 'deer', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'tradition', 'question': 'deer', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'glance', 'question': 'look', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'critical', 'question': 'look', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'paste', 'question': 'glue', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'moss', 'question': 'glue', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'more', 'question': 'less', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'banquet', 'question': 'less', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'morse', 'question': 'code', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'symphony', 'question': 'code', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sock', 'question': 'shoe', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'evacuate', 'question': 'shoe', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'entrance', 'question': 'exit', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'sting', 'question': 'exit', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'roar', 'question': 'lion', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'add', 'question': 'lion', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'shingle', 'question': 'roof', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mousse', 'question': 'roof', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'desire', 'question': 'want', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mirage', 'question': 'want', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'breeze', 'question': 'wind', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'marijuana', 'question': 'wind', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'toe', 'question': 'foot', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'chess', 'question': 'foot', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dislike', 'question': 'hate', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'stopper', 'question': 'hate', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'fast', 'question': 'slow', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'empathy', 'question': 'slow', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'doorbell', 'question': 'ring', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'anteater', 'question': 'ring', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cub', 'question': 'bear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'nerve', 'question': 'bear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'esteem', 'question': 'self', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'stapler', 'question': 'self', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cod', 'question': 'fish', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'lace', 'question': 'fish', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'flesh', 'question': 'skin', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'husky', 'question': 'skin', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'zest', 'question': 'soap', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'righteous', 'question': 'soap', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'gum', 'question': 'chew', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'education', 'question': 'chew', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'female', 'question': 'male', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mother', 'question': 'male', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'finished', 'question': 'done', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'thunder', 'question': 'done', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pedal', 'question': 'bike', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'rock', 'question': 'bike', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'corpse', 'question': 'dead', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mineral', 'question': 'dead', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cavern', 'question': 'cave', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'blocks', 'question': 'cave', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'crescent', 'question': 'moon', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'premises', 'question': 'moon', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'hurt', 'question': 'pain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'rubber', 'question': 'pain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'minus', 'question': 'plus', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'foolish', 'question': 'plus', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'region', 'question': 'area', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'tent', 'question': 'area', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'scuba', 'question': 'dive', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'selfish', 'question': 'dive', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'listen', 'question': 'hear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'walkway', 'question': 'hear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'shrub', 'question': 'bush', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'disguise', 'question': 'bush', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'far', 'question': 'near', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'ore', 'question': 'near', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'kilometer', 'question': 'mile', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'believe', 'question': 'mile', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'army', 'question': 'navy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'prince', 'question': 'navy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'aright', 'question': 'okay', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'builder', 'question': 'okay', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'calculator', 'question': 'math', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'embarrass', 'question': 'math', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'roast', 'question': 'beef', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'glide', 'question': 'beef', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dairy', 'question': 'milk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'globe', 'question': 'milk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'treble', 'question': 'bass', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cards', 'question': 'bass', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'wings', 'question': 'bird', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'brake', 'question': 'bird', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'survive', 'question': 'live', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'unconscious', 'question': 'live', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'necessary', 'question': 'need', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'philosophy', 'question': 'need', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pliers', 'question': 'tool', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'heal', 'question': 'tool', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sonnet', 'question': 'poem', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'defense', 'question': 'poem', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pebble', 'question': 'rock', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cheerleader', 'question': 'rock', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'first', 'question': 'last', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'transplant', 'question': 'last', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'knock', 'question': 'door', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'dustpan', 'question': 'door', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'feet', 'question': 'toes', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'spouse', 'question': 'toes', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'labyrinth', 'question': 'maze', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cobra', 'question': 'maze', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'monastery', 'question': 'monk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'stimulus', 'question': 'monk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'tent', 'question': 'camp', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'sonic', 'question': 'camp', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'least', 'question': 'most', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'robe', 'question': 'most', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'journey', 'question': 'trip', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
